T1,T2,T3,T4,T7,T9
49NGF/WQxAKhDPPS9lZYdogbWGC9K4xoCZigHsAc5T4=,oAH4KLewrxPnH8/bMpqVCCzpm5d4Fp7vyIzF/ixZUkk=,cUKZCLzVjtWcyIcUOqxsTcCL4XCgnswGjcO4HCURRNE=,itYY+myaFQsyKrUPfvtzHP+bOORErZRWUPA0IwrnLP8=,Kw7VGd/zYPQDFj7X9ceHZJNBZrj81ug0QYVSAAXu1J0=,RgT059ByourFU6soz8MTVz0V+GFTCUE0HbXdgZzw8sg=
xW3oL79ZXUaGeJK8kDje94KUgNLQBARd0odpEmVf6Ww=,91I3g8xbig0VA4ugEbGOKiPAqCGYZ7wslDfck5wj6ps=,PzCFytZJpChWrFzJ/2F78VDjTeBnGgEoLvqE/bkEu+A=,RS0krZp1M2hKAEHfh1UCRZ2XVbJDCRPM0pTsRbGLNJU=,fGtznvQcbom/7UxTBjvE9o1qQ4Rg4XngoKTWuNTe82k=,PZs435qjZDD2Z9tNyYKdSFYGswmNnkhYmYIfl5nLZqM=
Fiezap1msc42cQuvLriNIs1SA2ZcWSLgha+QE1Yq9Tw=,sEk5uaxMYuOFIzhRoAa371DA6QiTkR7mdB4WPulxI3E=,MXobWadcQwuGDYMD4Wbccbsh6MGCMboPRck93feK6vo=,7DnMyiGBBrBPGnOAKGHBa6GmuMX9H9EXAjetOS4bPi0=,qX9C1KoDOgiSDagy5vvL2sfviM4P1o4yy3PjqcLHH4E=,Q5ea8C43NQ6tgnF58aJb81YMJIWshgS/BPEqzyLQMCQ=
WFjnhExmwMgobD1gq39CcAxGFttEufkKMUkfYNbTSdo=,TLxQwjO8mWA+ny7W2KB2YsysJRlTn05rKkOh5uleXVo=,Obbys+t2MkCj0KSNp0OKsaCY6wf6D4qscdlceFNbHpE=,T6UDFaLqWwQPFnNLcd0fW6sGeVdEZYDIdSr270y96oY=,7KfVEKilhzj5k0C+cGvaWmDpwUfoBA23QfNDJ1qa+ZA=,Iq9w46QHxsdXhI3Er9UphMwlU2ylrVsV2m+yuBfczuc=
k0l7AejPQUWEXy6LKkXvyPWW7FchxY1aFACvQFqDnSA=,o9nn/D2fjg5nl7r0JSQACwO/JWUBe7b9qaDc4O9ksGY=,nC12BtCCON/ZDxZFEhQOo3C/5JfTHhnq8dfvSONyrKE=,ciXhwlExfnyC/JfwR6UVrdjlsLSv9iYr/Z3Y3fApYiM=,gq+BRYqV3J6kyTuUrtHbNFy61sd6VuVJUY12eh8UlQ0=,ns0EIibhcaaxAEVEJY2W21+q/zU0C944gPnQC54FsjY=
lGju/0GMkDxxjvpgV3pH1LQNUOh3RVy2kYh/1nBqExg=,3MmONIQGI817dohaPQCiVUlLn+PoEyryXPD8k0h/ogw=,q8youKg8XETV6kODnz6ujM9yr9f+IDLPAnT9w/e+A28=,5MqUXQRNyZ/MSB6GLS7O4gy0VRdXr6di7ANWtICpKLA=,KJlvGOWsMu2MMfRtfNYsXYYC72z5Aa+dZnCDlDy/i2I=,IGSEHiXi7PkXid3ptpOOvqRLmLcQdTlTTnvEjsobuq8=
wVzxBurbUXmORNlGKBp7uxnCUu5QbskNTrcv4QOscrY=,QL5WvP8xKWrVLODxiQjNawpBCi+cWN/PBTvHUDp8b+k=,eOandxKSOColnayZi588N3h0ipOfWCYu9/dTJjKvx78=,r6RmYZFx103MkRjzEk466mi12wpaqihsWg4rUC01jks=,/Wm+PdurmB7s9xipGvo14nsJo+g898+JmRyQD6+/0vc=,Ux8HPI4tIt/knkREIyt1svKcnP7+cFmLXQDGJd7ytlQ=
zaIkZ2tOO4x4WRMuE+R7QvJVu/pqltfftJJcu9YYZps=,by5bMWaDWNggXGmLqGxQOVWBU7DIzF6nR6Ej+27vgIk=,bA9M9GYrjCMwU1ktGQidvaWSADtjpYqzFX0jyeOC9uc=,Sp6bkFd+sIt1Fx15EmYik5mvIvxe2r3I5ZjLIN57Kfw=,wFzAiF4jktv0HxXks7qZijb0ykdmuMLAuka/orJ8tVo=,PAJE/Y/jcHeepRppqGy6qIkXZx0qnW7LmtuRBcPpqdA=
J5aPGmlABXas8MnN7qt9YeNjv6UlpexPxHkQutYyxqI=,W7tD1CDVSz7UYjFfOprhm0DGEeiD7WRbihNOsV2zfPE=,loi/Fa1qTSlSUVLJ/GotFs0xu3QOzyoMrfjH9q06wK8=,hPAY4f6nVwtkjrCqw2Tk8hQKobgPsQBqfWIeDan1zA0=,SuL39p3Ou5Ryzty/F5pKDonNTdrkUKw5VR/oUwaX5XU=,4LAPrxKcSGKgvhGjDw1zbvFDQPZpHHd9ar6GPTMaTDw=
g86OGrzng4NWLLp6GPKf+t2i8Z7NKBNb14UuMgAvqS8=,ZJ7fdDm4jp2T2Z8Bly9qJDF3d8RaRDPTKfa0cSNx0kU=,6PkBgSGiyVfad/NmWXnzXpimh2WqPJMH/FH9bvdflYY=,MgVYRCMpgVhZcZT0feEDIrKvUMBL89PXi0CMIaysVCY=,tzqIKHsQ28iQ9k4Q8+PFF6x1aSHf4UFfaEyaJa//2eg=,K/KgZtpwQelZcmIJD6YxRlXU7Ugl8H4ClU49ZI/Oedg=
vqE6vsMXvWNpb1XQrH/e9xBrSLySFYH1YGBtnzqJsYo=,O1cmdAFEt/cTAH0BXmTZVrw5iGfLaEcIM97Ko9ehb5Y=,rRclsyTZ1Zv9ea55Y3jGg16Tb8kLb2ZuQJYKTaMcFp0=,adZ4eupqWdCyLOlALRRFfvgy+VyHFaUyEzyDqzhhZcA=,+EX2nILIu4Q1eAAkiAb6Li07BLdVu+PghZ+TQDauf0s=,gZKz9Ew+38V1YBGbJXTaiQkHSJz+zFyFk7tFQVNXxWI=
LYwaEZc8izT5t7niFVbvUNVaSjOSNBnJO98v1BGYuAs=,nAZ9qaoNjzkMsfJwaItC4fm0ohngOAC+cS+LgLfpJ/8=,ZHHu8MqJaXXiFE4cCLswaqsP6kMVF0dAPVQ/jr+gwks=,Frdbs4G2ysULnKyYdkfjQKABS2Ivb4wmbI8QVxKs/L4=,MQmkvm/7Ns2hwFrM+0gum7JuqZvwr2Nj/JhxTrNmlCw=,HZxVY986sE3CwB6kBA3RFVTv+lv8i6qN9VAcKrJtU0k=
K0liJgp3dR4C0z/VIseOdjap5WXuiHHRKmMMuOUp/3g=,uLZcoDkpYxMYx7TnRQPh5LwXgiuAhWp3oUGQM8Z2NR0=,pVSbxozE5RucnWIP2NrPWkyojBVO8THdnb8uMJfIZB4=,+xQDURa8qP8ebS1v3T2lXCCE9moyM/nMj/84ORjulVk=,J6sN1JffEgGjpSOi8KrQLlPMFI4iGplawX7wubkRtvk=,toKQrPxJjlSC27A2YX+QVxnijMxG+QYeel1N5spkp6s=
UoBj6D7HIGVIhKiquVmjC0dP27WI18xkGfM3gswpEss=,JbobOQBudilm3q7yj4hgcbEd+qNn6LxrYDSNsH5F9gQ=,6QLt4eAaUvusKFoixNr1aFfb5D3AV0sx022n1Pc1fcA=,PBWoHeCsm2rJ6cJJEmQplu+CiME2MDcAMDuz3radpN4=,R6AEIZ37pzlBCgMjUbdG8nCq79JrKHeFTnUbeQsPzt4=,sDFW9N64Ul6pXQZqMDQHC9MuVAngfJpA1JdjsTXmZNw=
lVQMwdmwS2758O1dokfQpL8vS79APuyeSBiXfmaGEb8=,GTLmw3aes1ZSo7inElEUJ5nHPu36HaOOYy8ytFRyAwg=,PVuWQGTyVvjp/Uv1At/V84OqpJ/MxVjOG9HWy4UMyTI=,2RzAGgkgt5HaZDL/edPgPE7WO7jsyNB401E3zBys2Pg=,KM/vLlfRTzhYZ66f3OPu3/oO3bwZ/Iae9iptWfJOc2c=,RpMZ7xDpjLdaBAvjGbDezEe7ivu2A6c/SrAhtvmZDw8=
uE5J7ScTRaPLjsDKyQDiTq1xbRA4eb0Y/n1/7f7zqY0=,lm6qHuhFqsqVa8lLKnZurKOF28PoBUUfgPqZaW5XmQM=,65h6Q//IvyHdWloBQmm64C2e/cYJ44rKVnFoAhD3jjw=,a3Oer4sf/BU800WdhbKcBxxXgEdEpbv932xJumR0U6w=,SjRiP7jRA0yzOSUiC+/ZNYUKS2P+nuxMGrOCVaY69tQ=,WeZtlEAZy5ZsHgGy5QTu0XoI75cjY5lAFTX1M6rDBWA=
8hpQNqOlp+dwtgkrbDMCXdw/WD8o9WPlF1P1NBYrBXk=,NWAYd0fkdIKlMBVK/ie661elGo2np4rYCJP3aCovJCA=,KIGa1yGnAoSEPIMtayWgsSHSUP7r2bM7Ec9jXX9DORQ=,+V29ilQvKRX0n6wBs1uKC/oDSy/1JmrReL+g6uSDTf4=,+g4hEJCyJtOp3HtTrZDfKSjO0l3IDmmVo6uiU4U+JZk=,WwRrsF4qztsFCVEp8CZJ4GcP5yR320NtH8UBQtzv9BE=
lBQGRb16dIRMYkZyXChbuGaYtlkJ3cBR/4bYUxkDU7A=,gZGvRGD2xf+6oXieWZXFHr6YXJbJOkq/T8eicZiJseg=,8rZqw9wnVOjDTThyde87tqdCTwY7F4aDSnM1tuSdndI=,HmzqMrMYlUPb0b1XcfcJMumyYEC7eDxnz3yao7ajx8o=,HmzqMrMYlUPb0b1XcfcJMumyYEC7eDxnz3yao7ajx8o=,YK8CtWDOxeOxv7ds1IJW3PD9SSy25GELSQDKw+p9Hhc=
n6NbCQz+G89sfaG/9wTYtL5Mx7BpXPuKzLGbmiFoWt0=,yBGUpHM3k/phm1ciin69p1mbqPnNE+3CJDKeaIG+xcg=,JfFQeo4iteN36V2Jxn2SjMSDyBGgl+vuqpFxTM094j8=,DQY/FzQMGmzs60tLRDEeCg4inz1BbYhwhrV5fAHtDHg=,whCT/qYX+4vDY3jjgpjeHzxDh7IBQ/5gPIiW/SMmTY4=,o++2OZk65+G9xhtoHvx8vX1LKsiuSi3c4Qjz2OWCPgM=
icQVdqcnmtka6W59ct4H4wFlCixchp6G0GPw2MNqYGc=,nsx0yXsdwRILvo3PK5j9NeK2rAoGujJ3nGUNlmC6/oE=,3ok7dYH+vCQICCW6BA0Du8GxCAfyfSC2WIS7MggtH+4=,alolcnsYOZ1EjRUEi3gZ2bwSijczupQpQJwPSfJrHDs=,tmL9xqWnV4/G6nZXwDUfo5pWtcJc7O7pMMPN4GoR2Yw=,Q07AAW5SGEj7p1vg5KTFk8Zq7Z1zlljud7T9ANXRMcs=
Ph5PXTXMbIUGf0sA4bLX5bhvqK0RTj548hb1TKGjeuk=,elW45UeSQiwcX8lMQjG5Fzy36eF9BpyIvERlDVZL7pE=,ZtZ/rW3GsRAgbgtPoRgZNmrXvtCuuWU0TeghOOHKGT8=,gyMTAcQ6yWAhC3O2LMv8EhH3wz2AUIQC5xDhnn1mL7w=,UADYPxdC0YDUtPfAkD2PewqKqs6lyH3oNhZs+7lWdHM=,uydrfmNFgcfOf5vXfhmjUk6BneliowD3si2naSgziTo=
uFLDc0MFj2917xkgqDd+kka3BJ0LgDirK0e9JoGO0bA=,6sCdOrm3EGmO/XQePZI5UKSH9l0vm6aOd4tiUzP0JXQ=,6hsRCJcsaV0CsqaWvkLs7OBorhaLuapNWO61BuRAPyU=,fW04wtVtaigolyFkfCrwSGDzPF8GZbwb8mNAtCZDzlA=,jxqOBZ5S5CpG1w5pj9pKuKhCbs0pN4OHgDE34/NALRM=,lc+b3GxO+FLhcogpmUflv2a1NwWlfJqH4YiSF9Jy74E=
BSAo1gk2AQaIp9wTcu1tzTC8UWJZumyS3y1nhwELFJk=,d6bihxq3ps6KwPHVhADee7POf8QhLXM/zU6IANO4Id0=,cnCq+xBh7+2w9Oqy33AfwYfJ1vAtdYMCfZsvoBgrKA0=,fsPeeMqzE+mhnT5kmvz6V30UMK+FLjrVP+28T63sFes=,EfDTrOUB+dR7N1+QOCDvOKOzbX3Fzes6YrmqAkj8V5I=,2+Bxkk6VcxEsMAhEp2vXK5csAuIZhGcl3U1dyo98Zq4=
PNXRWVce6ZQP+dxtOJ5W/wscJqNgaYJz7erZ+IDVkeE=,bnOmrg0iIpz5r309TkKzq95/vTmeVIm0e+hLS8V23VQ=,c3P6GddhPfkt+Xu2IaHz0SxGH6sIIYK2QNNm7I+t+YA=,TrMouhg1JnhQOjd7AC70K4Dna8IoiDCctQHG7xNsKW0=,tPF9IuAXoyN7coimxIbgKh+SDNTvzj+T3ZV8wVqxoZs=,+TxrodEP9on8Qwp6PXi+qwPId6YxaNxhvFo8lOdCI3M=
ci5BZx5MzEszIFIsD2kJhnHCF7qkhMhpf+z4ibkE+Yc=,oKaD4hP6d3MLvTqQ/lP5j3QX/nZN+aEOMRY2Cp2ckTg=,/SMY3f+wGVmc1By0R40f9lb95AL0qze7rxfY57Xutcc=,ZtHnda9bvXyCQmQs2zz/xQMNixiV8lqU4Dlm1gfqr4U=,g2B0eJaer/Q62/cwEbOj3Qz6Wym97uEq41FwKRwFUoc=,OGia+inJUZ4zf7FEeVsxjLL8zBYdXBa41yJOdGMsvyc=
Ycp+a/eR9bOhtUyY/klu+rxU2PO6i+z68lp1tetXsUw=,rLI9ftDtuP7ftKXCrhdPVtBsHcVjwKOTx5SpYtua4lc=,YekpNXxExlo4s2YtDfwl4M6CNLt68iMDmnvGp0CLRHQ=,UGGGX9/oUgzxFP2rwh5+dPUF1N5vpYHsOzF8dl32dXc=,4NXYi74MB+z/IPv9x4J3xl1I06ZND3Y3wroFqcqWGfc=,IeG6mykdgB2KSsH4Sx1DsI65hC3fK7xvm8XFe5DD8eY=
okWZo33AFM3UZpKIuYofktLzA5Uli0N+IfU4dd7FcyI=,YHZhaDzK252+MZfDmAWUW0JBVxVGt0+aooZOFLcUprE=,G3GvWz/BeA+Ew9Rl+ZkHhM2ZyJFEgPEZQbm3dP2ai2M=,QTZet3pFWEQ1ofEmz0S2piju/YJBfrElKjcb9L1+cZU=,1w51p99UHnBana/ADrl9CrTB5Id0YZKmNXQTmL4+OEQ=,fMVRp2M7RCNb5GnsDxzVFdtUv8OirdSaJKcGq9zz5Og=
rL7zzDtzZtB6hIG1AOHnGrdpp7JhUg/gyk3XXZ6Ko4E=,MHViFMi8mUbD4bty03B9WmYsV0OVQSBClPJ+GRoW/2U=,22jnYE0pWHl1yXp8ZGZ270dq58WZpVg98jiQ22MQAqc=,278F9SGEvMUWuRVUHQvY1Q57cH+j2onyQ+PwBNJuf2s=,cPv7N96VapX//iJeChIGUyVMOafcFw5oSv/lFVD5/SM=,JFahpsDtbJcla4j2YlWQ44HjmyyUm4P030rbezFEuZU=
QtIKKrs2l3PYJIJdy8j0FBKg9lLj10hELaDmkg5fjOM=,CoDYuYfHg0haTLaexIrFfyJajL9by6PmODUN+EzE7oc=,RjY3mG3DhBPwSyUl7cfkvJtuqjfWhsWsSL4Y65Weq3s=,UiCGAt0m6JLFKdnHGMHKsa2YpNR9QMv+bJXcOEZNlH4=,JAhP355w+x785z6m2DgYmpECpciKtBXxhkkQklLzYoA=,6LnwPWQPnxj7TvEHxDmO1jiKkuXyfDI6SraCdU07Acs=
uxpXzOlrN2LsiA1F+Ka1yZlZC1+4wHC0BRBoQV/AfYM=,Ej6BQ/N4c2qyup84nvM6ZTrMDfc5o9h4fpwUUWAYW10=,Qu/IFTt5z2IoSUdMpn7FoXsbUZFOp/czbH8xMp69LF8=,KVA/4z/NopWYJuxxYX4JHlfibwfsIQOE0liXYQ+qLIc=,hIKXpdBAJI5R6Bfwm31299LVBZwyVFAKoL2E1ucjNgg=,AOcmetGyJEbcqPFcAVHjdd8sK8aSxlyBMI86bmrTPpc=
O2Saj7aPbRRTg7xIKqJJ8WY5htOxXtexxWpAHQViY28=,35tyNIgxpgnren/3uXAZo7zAJ6aKN5PPXsO7Mbfuo6c=,nTyPcOhcqp8X8nKGXwobl6OGzdLYCZQWuL+Q0dZ0Pms=,p2arWv3b6NfbijcylohcKVR4+FEa2Gf6qeJT4c67klI=,eFr6YT04GPXJSca/OD7+dwo7EX016C9HiLYICs+9uPo=,jWINIbhrN9AKV2eB1unDXCqrx82xAE8N6yXzi2x9OE0=
Bir4wAz0uql+esz4vzeFvBgHFQvUJZGgc5tZlXMjGzc=,1BBoYEU6Kvmg8FnI9SEmlZAIT/9C7DBk9roFzPxztHw=,qKHjTzTXjEOz/YEcOgYb8pYenQpqwA/vg4PcS5hekaE=,CnSKmLKUt85cXf4R0XzCbMlxhRJtn84HRe/GW9pujAc=,IL5a/f1qNLZ7T6vNuxY6V+hosLtuH3dFvDUNdnDUBpA=,bhHs5f42AfKDEqqVD+zDntIqF5acz45+h9jFJfzBTO0=
doOO8rcRGlEUWXelcltKg0XY6lQoHytHCjB7hDEKhOI=,YHjBrQ7Gb3EXcl2UjlBiyVaOuH4vDdRGD6Ku8SF2b9Q=,cyYY9si2+0TG011Fo19INpVkx7C5SPDtq4b6n+Iters=,IyTyw+tAH/Ivp2rqx9M3TVrRSzCKKc3saweVanQUdVE=,hwAneWY1Sn2T8Wp3TE5tVPjDX1k+mbw3ntwODQcsOhE=,ZTnEV2mBJtjKr2aR/JSkTnTUX0V/05mlo+QTX0MNh7Y=
14HaKDAow8xZhp2ykMd6taWULdSk+GPDeSZUvDmJ8gg=,nrWVTMRlt0c3ETF2apvFOnDhsAj2yBDthU7frjnOnAM=,D1+WgdPWpkItci2qOOOKApPhDlQ2qelH2d7KmWKeSY0=,TRnkYMhxht5qSUzhC0PqMdPJlgy878SHG/7FgaD8vt4=,GqUgvspI8CuXCc+GcCCTIGDX5wZW7KXMEqx/tATW2Jg=,5+Eb3CztIlqdiMbo87M6Z9G6h7eOS/i/fO5dM94HvRA=
Yu5PkDB6bFCMdZdvrnxrpKcVo2rpFLI8Eh5AEpwLrks=,v7OdZKb7JtsCY80j/wZ97SMPbe9qNpqtzK7ClYy3RhU=,XJYHcSWArcvdYLVKalIMP/xK67VIK5yQ6FThe5gvB5I=,UoWhHUQKLp5YX+RoirShC/9uO4ljp8WaefGPQBY6rUI=,+1jSqdH3V0Y/kxp9mXMim7N2RYFgWYb72FaVdNcHKrs=,Du46tW4cd3cylb9QVY/eZZX74B4Forxvm3FHZEuqVQU=
APvBrrPZVRVu6q2OagSUx0BdRG92RwsuQmmQaRYTT1o=,sndQHYrSYhVZPaoxR9BOXvyXjlqZRd0aPfTV63Q1ag4=,svhhWNw6cIiv7zqv0z6+TBWaE8bblLC6w0mV1GYjrrg=,tUNoeFzBzwpP9qA85ZokxQX+kyQw5q5+X9RU7YjK6L8=,/z5WbnZCraDINtK0KFXfFUMSleBjw6GBgI5t/hVo6xs=,1qByCVXWLZcocwmD+CzEJBb/mjDdBMIp7brB3mVX1p8=
AXx5rmbR0JzfthqKsvveMYflhqHUvr6Ni7qqhAePCNk=,NsJs4PM0M2F02fVwJHcb9bfwsO9gSXvV6vpTZ/H2o8E=,t7/Yelc/aO8wXMqv4A4aGiNUM/GmjoWFmrI/bo4JZVI=,xSf750mGvsfYVHNFcVohMr3sQ2qg2BdtzkURUouuELI=,eq52IegrbQ9XDJ2yK0tO+em5/obI8rDcZtugW4ZgtGs=,lngYnhsUTqea6oBOUQlHwelXfS1hEHiYQC1jsJb8vPI=
7rbyVY9spH94Spwkbm+6agRMVAjMqaVRHsjTR1hqjKU=,EuL5ovTggvOYCKEBmOeIWcVLJjfs9OF+Zh9Hz3d17pk=,/RjS69sY34IkwzhfBlBFEgS7AVe6v7OGZNmzzkl9ukg=,u4g4NxrCHZKREPc2QlSSU8MVDj/Apb9zskjO1xVcYEQ=,sF96iBdqFx/BId2bE2yqMyG5PuEenss03rkLWTBELa8=,0UkRWTE6XWRZUkgXXTDywqSf1xIqnD3jXyw5sFGn0eE=
XCXmePKdC2Fl4TQvTS00DgYQql91ZJgTccWoT2g4Cpw=,PlhmekIl6B6wW6+3npmeOPhIuyQZG7U614Ev1oWl90A=,p5QP5V6Zg5fex0Kl9IoGGvpvZ7xK6L17ev2uebpgbts=,iSzPdEQt8TpBO+mjnASJWpxzNLw7fC3lOvuiOtcfyyM=,twEp5u+5gTbRAVW12KeyGql+Q1DYaBextTLLDrSPDAs=,oznzPi0gRlkmwHbwyR1AamGLltFJT2tN0EQ3+dGCMOE=
dpma3z0jqOdQOZiwBKuqjjyspZJiDE09gm2W4hESNhc=,RXWHZ+E9Nwy+2aX9OJ6gN+YkI1p5J63F1CCtP5wWwpk=,PESDZXDXqB9QzWFl+JEdwYgDoh3kQ7YcRcAxvwPVmcQ=,pI/6Q8hqk6yRpa/Q35JvHuPwMlpWqp/jNk5lIkw4VZQ=,rBYRlGnBfGbuRpZDr6DcpLKzs9eKre1cDTUC2VUXels=,CMVBWKreavNGnTdg7kLSdqjkqSYb2amzAUvBNzst9VU=
vY9tgaU3JYnKgeenQf9+ZvbKkuCUXt75Ijh8b76sMe4=,+u9t6DVmKWOOhIJG3ztJ2uzZ8zHdJB62B5V74WUznzk=,eq4opAZLO1QEJORvih22Rl+gyGnjmm8Aj+pW6rVys5o=,8VKqA9XdFSQ7aAxpQ08Ken8oorB7VlDdumf2syH6duc=,tg4ppbp63cNGjBVOh861ZekeIrj4M8LecklM9AFrkZU=,O5NoMjlPrDDWrJV7dvmmGEoPxkFljj07IOstu575h/M=
0YrEimPdngP7MajLqpvQqFiefRpxNK8td846peJSZ08=,ZZFii3k+P6GGxaG3kA2QUCkUfy2DR+XbNSGPQ8QrDZA=,VLwENGuTLxQmAkQ1EXXBLBxGwvODU+9uGHOgd0MzK+M=,YeR9VKFOL2fHqKMZHvPT2MJgDq+obMfzO9f0lSqcVp8=,di3Zpkc7m5E1gd96BXaPeYPpPJcEjDzL8+1PjJ7wF44=,7mifk8nvceCEqjV4xcXJcn8UfcbJgeSKShDR7widXcQ=
P0W4Vqf3ENKdNKdNESOPqyhdQOQEGuW4UqWGnG0D/JE=,N964zYy5Lro+4rabpQVbDhpxtZb9+yUUbFwadkQQEE8=,ma+x5tD27GMUlVwx5UhUvHJRdZd1O2zWGIhD3qzH+kE=,779gY+t5P2+V2vN99l7uxn2vwxogk1gHvxglWb7IU+M=,xoHWs4aaBYhUYmB48DGG2J7DRXnKzS+JShiNhMzMhl8=,GO9eBWIH6pAhabC7vOFjiJBnOxNGwslO4fs49smDr0Y=
pO4Hjp4aNNupp9w5icZbqjB50m0kNq24QmcLeoXC2+0=,29WC8lTbhXqHRiNxrC6Q3PtJ22HJWgtGuZ09hsuK0Qw=,ZRs74mKC0X+T4o2GhYT7RQi9tffeEa39DQzrOPZxUy0=,IldJ0/y9OlFoOopFcawKvF9M9rZAVGFtyijgXmv8ofo=,eMuPmGnOtXIOtpjmJ1vM9Yx3sMUnbRBYr+I9p9FbHL0=,xWG145ek2mnX+M2j55lAJZujcrthH1PhcCdC2KJkKfs=
pc9HUuk9wKNYqNy8TUEMIFxHD1AJSdAyqgpBPWmMgNQ=,EW1dR2EOOhMIYFBFVOd7MsF/d914RQzbtk0TZPAp4HA=,kOiXO9Qc+45euIUH70D6aORyi+JCV2RPun/+kPoCIGQ=,pVx09o0qYYfIWE50keCV2GKHkb6Y+Lms2LE9FqA8tXU=,yeayy3jsXJswr4XXr4aUzsVpH3LEap9shSqTD4F5KG0=,5/2rWKppUtLZ+N/TiJ1UiDfF3j9C3wKuxp1b6TDmnGU=
YBtN3Ik1oCRiQ1VaKsnxMRs8hasx9oxfN/souh6TCyg=,SzDzJBGBDdAvoHS11eugeNTAuUDDD/emVJVhK1ih60U=,w0xJzZOaxIEJ5WY5DXspdfLyAedmMuMGoKoyhR/xrqA=,2EGYm0dFrIOmbEw9dJ3+Cjq/cxzUANCeEUqwA0YK4y0=,a/L3cnXeeonhKoCPhFYab0K4uvsFxSeN8KYXFsAYADQ=,eNfL8aZEiW+oVGXoTd2kyySKZRiHAyJI5nb//fwowA8=
VHpR116OxveW2H7vXPyriy97j2bi7G9Vv7hv5yhAZWE=,7Xg+/5IgjF/yAYOIkSL13yyfe+JRCQjvKa0MYrOFnFE=,XoUk+UjovsMrq6mqviQwowFMsjSwgH1L2XGdEZYCt0w=,Z11oy+TMiH5D/UK4C13OdA7N4iJM5GOztCoJJQDpNjc=,XqUELmAeGgSZ1xvXNasZyMDkMaExyt6pRSKgujFCats=,9ZwvmzGRxnNefCaJ8f9+yRc5xbUy1wJGWoaye0T9vCA=
s5K6h1JTLrY4aKVXgc/2DiNVDiWxTj9PDmdxNjPhHbI=,n3ZBP759+TDea2IuIPRsSvbQgGccrU2SjjNY1RkbLy0=,bM006//3LrJM3xBTl3rs8/u2uzGhL6NnVu3IcbNMgf4=,WdgMLK+BPcECmQyJBo/49AToLuOnJRL0itkXhRI7XQk=,IhjyGPqdfBZvC9tntml2Z4Wz4URYBGeelJdzIvK1/io=,+Q3l59Vs4sXGpFMFrsKwNwH62dtBXP2kAvMLyzbFEPA=
3zbpyOLM4SBgTI0txLyRSGzTgATYCo/P2LQcZQEpFrI=,IcZQ4HgYZiQccK7Zh4k/e3UiTsYMzek3VJNMUTdHjHs=,eV+EZI27K/yGr/6v2uPx9wndJie4CM9hjzyfVak3icg=,TzUwH2JAYbiU7Zm7aMPN0btzMOytBTbk6XH5bk7ApiA=,/0QTLxFCOX1Rw4utETwv/yIEHKC3H/VEfeaoGQucN6g=,cwCGBQdvBi3seNZYitMGELHJxG8MbyoLuKgzCuytLCk=
td2sllQeB0NOXrLMD+N2nXxc9v/7sSq13++RMd2l9vs=,vFPY2NGTSVdue2Kgx3HyOcE8QFlH+/5raiEy46/8/0Y=,yTcYNPqqFacqWH93UxqTtxsWRDXegmOfzHHA2GctR6A=,oB3CSdOHkfXJWk/LrOB7R0b0jncaDsezQP/4LlIzwjQ=,WJF5x2xloXG2E+YhLHJvkDIUdlktZRZ2eQVrKRcUA4Y=,0x9+D8S4rkEIC7ca4h8hEcOL9ERdcqH/H+eAULX2RD0=
6czwxEpSMYHQUWTC+aFmSBH8Hc7nVzpdGU6e+BlIhQE=,z/GZepnOiOsZp79G9c7Ri9ouuHL6KEWe0ApyiDun5o0=,6oK79j/a1VL/rDaoz9By9D1Mozc7JrpmE6x+5lMbsXY=,5vKT8sIMgMp5X4oj2ocEp2njGEM5WLvIcSJq2YMkreg=,DxSqyQisjXbdgSBjO1ZZHLh0W5fD1VounEP1BuH06Uo=,lb1pDqsLBSKRtOG+55wm/MlwDmxU2dLD8MNhMCYA75w=
QYLQz63AzAi15xTR6WbQifyKY7+4vnoMyaFqCS//zIg=,kSClfjfJFoTDmJu/AGR5qifoIiScIipNxOkMhPYdwX8=,6LsVSmF+kMBnkoyBRt2YTOM6umXbEnMjYozL/9UKEro=,jUuvXQW+dutp1WFklXR07S3xwPec7Nc3fYA9pXd0yLE=,o2+6R9PQRFpaf4Sn0BD1OOITe6/xIR64BkPQ7IZabTs=,4bF+wfMRavEV0L5IzM7DDnd4W7CnAyw6g9SsoX9rgSM=
h/7CQm0Agoq3uCsHlNo5WwFcVu1JWHvJMryt6n4ul3E=,TtXIXKw1pJ0cEkjhmPRchBbOyLZNwCjo2TXmYTp61Cs=,q/NQUYC2qzRgQjXPbJhwJifv4Z2igAQ7so3S4sVXGyE=,0qoFH2COBeCsErMXw6TyA1ZkRVNCMs0xdEacS9LukcY=,CqmaM5ZAFvkwu6evjxDZz3yT9mDjRjB11AU7lkUyiF8=,tt6AQFM3uS8y9oWfAF24DGpGOaQiUdFiECsfGw8oCWA=
w0Avu9RA09lYBWW0yYX4P7XDtdkAgTC7CNgmPmoGgIY=,I8i201N5MoKY4PqdF/Y9hQRmQ9B1k+tEKwh2yUgQam4=,ApXlYX6Jmj4zBookafaTSFMHReB+XA37dPLS+1JoUqs=,SIF/IfW2mJo3Hu56cmHPq2M17ZLjcbkhCfWIHSBdTRA=,ybkHL+mfl0QwNOPIbbyXi5YfUnY6w39Afp4Yd+uPtho=,iuAiPc2Z+zG/zQ9H2c5PFdBN34RwicrrQa1DCTMPN6o=
